brand,model,year,milage,transmission,accident,fuel_type,ext_col,int_col,price
Chevrolet,Blazer Premier,2019,55621.0,Automatic,None reported,Gasoline,Silver Ice Metallic,Jet Black,34562.0
Chevrolet,Suburban LT,2018,75466.0,Automatic,None reported,Gasoline,Gray,Black,34500.0
Chevrolet,Camaro 2SS,2017,62000.0,na,None reported,Gasoline,Blue,Black,34500.0
Chevrolet,Corvette Z06,2002,17300.0,Manual,None reported,Gasoline,Black,Black,33999.0
Chevrolet,Corvette Base,2007,65000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Beige,33885.0
Chevrolet,Colorado ZR2,2018,76500.0,Automatic,None reported,Gasoline,White,Black,33500.0
Chevrolet,Traverse LS,2022,32117.0,Automatic,None reported,Gasoline,Northsky Blue Metallic,Jet Black,33299.0
Chevrolet,Bolt EUV Premier,2022,14676.0,Automatic,None reported,na,Black,Blue,33000.0
Chevrolet,Camaro 2SS,2015,27000.0,na,None reported,Gasoline,Black,Beige,33000.0
Chevrolet,Camaro 2SS,2016,49600.0,Automatic,None reported,Gasoline,Blue,Black,32500.0
Chevrolet,Silverado 2500 LTZ,2016,172600.0,Automatic,At least 1 accident or damage reported,Diesel,Red,Black,32500.0
Chevrolet,Silverado 1500 1LT,2018,81000.0,Automatic,None reported,E85 Flex Fuel,Red,Gray,32000.0
Chevrolet,Trailblazer RS,2023,10000.0,Automatic,None reported,Gasoline,Blue,Black,32000.0
Chevrolet,Camaro 2SS,2016,74000.0,Automatic,None reported,Gasoline,Black,Black,32000.0
Chevrolet,Camaro 2LT,2017,24000.0,Manual,None reported,Gasoline,Yellow,Black,32000.0
Chevrolet,Corvette Base,2007,28514.0,na,None reported,Gasoline,Red,Gray,32000.0
Chevrolet,Bolt EUV Premier,2022,7624.0,Automatic,None reported,na,Mosaic Black Metallic,Jet Black,31985.0
Chevrolet,Camaro 1SS,2017,39000.0,Automatic,None reported,Gasoline,Yellow,Black,31500.0
Chevrolet,Corvette Base,2008,28150.0,na,None reported,Gasoline,Red,Beige,31000.0
Chevrolet,Corvette Base,2008,80000.0,Automatic,None reported,Gasoline,Red,Beige,31000.0
Chevrolet,Suburban LTZ,2016,110000.0,Automatic,None reported,E85 Flex Fuel,Brown,Brown,30999.0
Chevrolet,Traverse Premier,2018,68455.0,Automatic,None reported,Gasoline,Silver Ice Metallic,Jet Black,30989.0
Chevrolet,Camaro 1LT,2021,18000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,30000.0
Chevrolet,Camaro 2SS,2010,8949.0,Manual,None reported,Gasoline,Yellow,Black,30000.0
Chevrolet,Corvette Base,2002,44168.0,Automatic,None reported,Gasoline,Orange,Black,30000.0
Chevrolet,Suburban LT,2016,98000.0,na,At least 1 accident or damage reported,E85 Flex Fuel,Gray,Gray,30000.0
Chevrolet,Silverado 1500 1LT,2017,89000.0,Automatic,None reported,Gasoline,Gray,Gray,29999.0
Chevrolet,Suburban Premier,2017,133598.0,Automatic,At least 1 accident or damage reported,Gasoline,Siren Red Tintcoat,Jet Black,29999.0
Chevrolet,Camaro 1LT,2021,10300.0,Manual,None reported,Gasoline,Black,Black,29900.0
Chevrolet,Suburban LTZ,2016,135484.0,Automatic,na,Gasoline,Tungsten Metallic,Cocoa / Dune,29748.0
Chevrolet,Suburban LT,2017,98888.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,29000.0
Chevrolet,Silverado 2500 WT,2018,141195.0,Automatic,na,E85 Flex Fuel,Summit White,Dark Ash,28499.0
Chevrolet,Trailblazer RS,2022,42479.0,Automatic,None reported,Gasoline,Mosaic Black Metallic,Jet Black,28495.0
Chevrolet,Tahoe LTZ,2015,134500.0,Automatic,None reported,Gasoline,Black,Black,28000.0
Chevrolet,Malibu Premier,2021,33400.0,Automatic,None reported,Gasoline,White,Black,28000.0
Chevrolet,Camaro 1LT,2019,9111.0,Automatic,None reported,Gasoline,Summit White,Jet Black,27599.0
Chevrolet,Silverado 1500 Base,2000,97000.0,Automatic,None reported,Gasoline,White,Gray,27500.0
Chevrolet,Corvette Base,2007,20200.0,Automatic,None reported,Gasoline,Red,Red,27500.0
Chevrolet,Avalanche LTZ,2013,98000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Silver,Black,27499.0
Chevrolet,Silverado 2500 LT,2015,122770.0,Automatic,None reported,E85 Flex Fuel,Brown,Black,27499.0
Chevrolet,Suburban LT,2017,117000.0,Automatic,None reported,Gasoline,Blue,Beige,27000.0
Chevrolet,Corvette Base,2007,123500.0,na,At least 1 accident or damage reported,Gasoline,Red,Beige,27000.0
Chevrolet,Blazer 1LT,2019,37161.0,Automatic,None reported,Gasoline,Nightfall Gray Metallic,Jet Black,26990.0
Chevrolet,Camaro 2SS,2012,60345.0,Automatic,None reported,Gasoline,Yellow,Black,26950.0
Chevrolet,Suburban 1500 LTZ,2015,159000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,26900.0
Chevrolet,Suburban LT,2017,195361.0,na,At least 1 accident or damage reported,Gasoline,Black,Black,26000.0
Chevrolet,Corvette Base,2005,36700.0,Manual,None reported,Gasoline,Blue,Black,26000.0
Chevrolet,Silverado 1500 1LZ,2014,111095.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Black,26000.0
Chevrolet,Corvette Base,2004,43705.0,Manual,None reported,Gasoline,Gray,Black,25900.0
Chevrolet,Equinox Premier w/2LZ,2020,51133.0,Automatic,At least 1 accident or damage reported,Gasoline,Iridescent Pearl Tricoat,Jet Black,25800.0
Chevrolet,Tahoe LTZ,2015,123500.0,Automatic,None reported,Gasoline,White,Brown,25650.0
Chevrolet,Silverado 1500 2LT,2014,102604.0,Automatic,None reported,E85 Flex Fuel,Gray,Gray,25500.0
Chevrolet,Corvette Base,2004,37622.0,Automatic,None reported,Gasoline,Blue,Beige,25500.0
Chevrolet,Tahoe LTZ,2015,102200.0,Automatic,None reported,Gasoline,Silver,Black,25000.0
Chevrolet,Suburban 2500 LS,2006,60000.0,Automatic,At least 1 accident or damage reported,Gasoline,Brown,Brown,24950.0
Chevrolet,Suburban Premier,2017,166549.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Beige,24950.0
Chevrolet,Bolt EV LT,2020,49688.0,Automatic,None reported,na,Blue,Gray,24900.0
Chevrolet,Colorado LT,2019,139116.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Jet Black,24899.0
Chevrolet,Trailblazer LT,2021,50648.0,Automatic,None reported,Gasoline,Pacific Blue Metallic,Jet Black,23995.0
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,128000.0,Automatic,None reported,Gasoline,Beige,Black,23500.0
Chevrolet,Corvette Base,2004,40011.0,Automatic,None reported,Gasoline,Red,Black,23500.0
Chevrolet,Suburban 1500 LT,2015,153800.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Silver,Black,23000.0
Chevrolet,Trailblazer LS,2021,20497.0,Automatic,None reported,Gasoline,Pacific Blue Metallic,Black,22999.0
Chevrolet,Trailblazer LS,2021,24965.0,Automatic,At least 1 accident or damage reported,Gasoline,Mosaic Black Metallic,Jet Black,22995.0
Chevrolet,Express 1500 Work Van,2011,93009.0,Automatic,None reported,E85 Flex Fuel,Summit White,Medium Pewter,22495.0
Chevrolet,Express 3500 Base,2008,144000.0,Automatic,None reported,Gasoline,White,Gray,22000.0
Chevrolet,Corvette Base,2003,145000.0,Automatic,None reported,Gasoline,Blue,Black,22000.0
Chevrolet,Camaro Z28,2002,48000.0,Automatic,None reported,Gasoline,White,Black,21999.0
Chevrolet,Camaro 2SS,2016,164000.0,Automatic,None reported,Gasoline,Black,Red,21500.0
Chevrolet,Suburban LT,2017,207571.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,21000.0
Chevrolet,Camaro Z28,2002,35515.0,Manual,At least 1 accident or damage reported,Gasoline,Silver,Black,21000.0
Chevrolet,SSR Base,2005,122961.0,Automatic,None reported,Gasoline,Redline Red,Ebony,20995.0
Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963.0,Automatic,None reported,Hybrid,White,Black,20995.0
Chevrolet,Suburban 1500 LTZ,2015,217500.0,Automatic,None reported,Gasoline,Black,Black,20000.0
Chevrolet,Camaro 1LT,2017,74000.0,Automatic,None reported,Gasoline,Yellow,Black,19800.0
Chevrolet,Camaro 2LT,2015,56675.0,na,None reported,Gasoline,Silver,Black,19750.0
Chevrolet,Express 3500 LT,2016,120000.0,Automatic,None reported,Diesel,White,Gray,19500.0
Chevrolet,Camaro 2SS,2010,68000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Gray,19500.0
Chevrolet,Tahoe Base,1997,229000.0,Automatic,At least 1 accident or damage reported,Diesel,Green,Beige,19500.0
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000.0,Automatic,None reported,Diesel,White,Gray,19500.0
Chevrolet,Trax LS,2020,20800.0,Automatic,None reported,Gasoline,Black,Beige,19000.0
Chevrolet,Express 3500 Base,2009,75000.0,Automatic,None reported,Gasoline,White,Gray,18900.0
Chevrolet,Tahoe LT,2011,92530.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Red,Black,18500.0
Chevrolet,Silverado 2500 LT,2011,240000.0,Automatic,None reported,Diesel,White,Black,18500.0
Chevrolet,Caprice Classic Base,1996,60000.0,Automatic,na,Gasoline,Purple,Gray,18500.0
Chevrolet,Avalanche 1500 LT,2012,148000.0,Automatic,None reported,E85 Flex Fuel,Black,Black,18000.0
Chevrolet,Avalanche 1500 LS,2012,56000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Red,Black,18000.0
Chevrolet,Suburban 1500 LT,2015,167500.0,Automatic,None reported,Gasoline,Silver,Black,18000.0
Chevrolet,Avalanche 1500 LTZ,2007,129000.0,Automatic,None reported,Gasoline,White,Beige,17950.0
Chevrolet,Impala 1LT,2017,70000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,17900.0
Chevrolet,Impala 2LZ,2018,71312.0,Automatic,None reported,Gasoline,Black,Black,17899.0
Chevrolet,Impala 1LT,2019,99941.0,Automatic,None reported,Gasoline,Silver Ice Metallic,Jet Black,17816.0
Chevrolet,Malibu LT,2018,53100.0,Automatic,None reported,Gasoline,Red,Black,17500.0
Chevrolet,Bolt EV LT,2018,49279.0,Automatic,None reported,na,Red,Gray,17500.0
Chevrolet,Camaro 2LT,2010,86170.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,17000.0
Chevrolet,Trailblazer SS,2008,161000.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Black,17000.0
Chevrolet,SSR Base,2003,87500.0,Automatic,None reported,Gasoline,Red,Black,16999.0
Chevrolet,Avalanche 1500 LT,2007,244000.0,Automatic,None reported,E85 Flex Fuel,Gray,Gray,16900.0
Chevrolet,Silverado 1500 LT,2012,104000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Blue,Gray,16500.0
Chevrolet,Avalanche 1500 LTZ,2007,75124.0,Automatic,None reported,E85 Flex Fuel,Red,Gray,16499.0
Chevrolet,Corvette Base,2005,143095.0,Automatic,None reported,Gasoline,Red,Black,16000.0
Chevrolet,Suburban 1500 LT,2015,179200.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,\'e2\'80\'93,16000.0
Chevrolet,Malibu 1LT,2017,54000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Gray,16000.0
Chevrolet,Tahoe LTZ,2011,140401.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Red,Beige,16000.0
Chevrolet,Camaro 1LT,2014,97579.0,na,At least 1 accident or damage reported,Gasoline,Black,Black,15000.0
Chevrolet,Suburban 1500 LT,2014,169500.0,Automatic,None reported,E85 Flex Fuel,Purple,Brown,15000.0
Chevrolet,Camaro Z28,1999,58800.0,Automatic,None reported,Gasoline,White,White,15000.0
Chevrolet,Tahoe LT,2009,104733.0,Automatic,None reported,E85 Flex Fuel,Black,Black,15000.0
Chevrolet,Trailblazer SS,2007,107800.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,15000.0
Chevrolet,Express 1500 Work Van,2014,139804.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,14500.0
Chevrolet,Colorado LT Crew Cab,2009,139000.0,Automatic,None reported,Gasoline,Black,Black,14500.0
Chevrolet,Tahoe LT,2012,162731.0,Automatic,None reported,E85 Flex Fuel,Brown,Gray,14500.0
Chevrolet,Corvette Base,1996,85760.0,Automatic,None reported,Gasoline,Silver,Black,14500.0
Chevrolet,Camaro 2LT,2011,126700.0,na,At least 1 accident or damage reported,Gasoline,White,Beige,14000.0
Chevrolet,Cruze LT Automatic,2016,122971.0,Automatic,At least 1 accident or damage reported,Gasoline,Kinetic Blue,Jet Black,12999.0
Chevrolet,Suburban 1500 LS,2004,171750.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Beige,12998.0
Chevrolet,Monte Carlo SS,2005,75000.0,Automatic,None reported,Gasoline,Black,Black,12500.0
Chevrolet,Monte Carlo SS,2006,66840.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,12000.0
Chevrolet,Suburban 1500 LTZ,2010,162671.0,Automatic,None reported,E85 Flex Fuel,Black,Black,12000.0
Chevrolet,Express 2500 Work Van,2012,140500.0,Automatic,None reported,E85 Flex Fuel,White,Gray,11800.0
Chevrolet,Corvette Base,1998,134000.0,Automatic,None reported,Gasoline,Red,Beige,11500.0
Chevrolet,Tahoe LTZ,2014,196300.0,Automatic,None reported,E85 Flex Fuel,Black,Black,10995.0
Chevrolet,Camaro 1LT,2011,111000.0,Automatic,None reported,Gasoline,Blue,Black,10900.0
Chevrolet,Tahoe LTZ,2007,177000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Gold,Beige,10750.0
Chevrolet,Malibu Limited LT,2016,104000.0,Automatic,None reported,Gasoline,Silver,Gray,10500.0
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Gray,10500.0
Chevrolet,Camaro Base,2002,89000.0,Automatic,None reported,Gasoline,Silver,Black,10400.0
Chevrolet,Corvette Base,2000,97500.0,Manual,None reported,Gasoline,Yellow,Black,10000.0
Chevrolet,Cruze LTZ,2013,87000.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Black,10000.0
Chevrolet,Suburban 1500 LTZ,2011,194000.0,Automatic,None reported,E85 Flex Fuel,Black,Black,9950.0
Chevrolet,Corvette Base,1998,152195.0,Automatic,None reported,Gasoline,Black,Black,9900.0
Chevrolet,Avalanche 1500 LT,2010,170000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Black,Black,9000.0
Chevrolet,Tahoe LS,2005,170000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,9000.0
Chevrolet,Malibu LTZ,2010,55900.0,na,None reported,Gasoline,Beige,Beige,8950.0
Chevrolet,Silverado 1500 LS,2003,110000.0,Automatic,None reported,Gasoline,Green,Beige,8900.0
Chevrolet,Cruze LS,2018,100000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,8500.0
Chevrolet,Express 1500 Cargo,2004,152000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,7999.0
Chevrolet,Avalanche 1500 LS,2005,97146.0,na,At least 1 accident or damage reported,E85 Flex Fuel,Black,Gray,7999.0
Chevrolet,Colorado Z85,2005,155000.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Gray,7995.0
Chevrolet,Sonic LT,2013,110000.0,Automatic,None reported,\'e2\'80\'93,Gray,Black,7500.0
Chevrolet,Camaro Base,2001,64776.0,Automatic,None reported,Gasoline,Black,Gray,7500.0
Chevrolet,Equinox 2LT,2012,96653.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Brown,7500.0
Chevrolet,Suburban 1500 LT,2008,162750.0,na,At least 1 accident or damage reported,Gasoline,White,Black,7200.0
Chevrolet,Avalanche 1500 LS,2005,130000.0,Automatic,None reported,E85 Flex Fuel,Red,Gray,7200.0
Chevrolet,S-10 LS Crew Cab,2001,139000.0,Automatic,None reported,Gasoline,Red,Gray,7000.0
Chevrolet,Equinox LT,2011,130000.0,Automatic,At least 1 accident or damage reported,Gasoline,Brown,Black,7000.0
Chevrolet,Cruze LS,2011,135603.0,Automatic,None reported,Gasoline,Silver,Black,7000.0
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,6995.0
Chevrolet,Silverado 1500 Base,1999,88750.0,Automatic,None reported,Gasoline,White,Gray,6800.0
Chevrolet,1500 Cheyenne Extended Cab,1995,120000.0,Automatic,At least 1 accident or damage reported,\'e2\'80\'93,White,Brown,6500.0
Chevrolet,Silverado 2500 H/D,2001,167000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,6500.0
Chevrolet,Monte Carlo Supercharged SS,2004,148800.0,Automatic,None reported,Gasoline,Red,Black,6500.0
Chevrolet,1500 Cheyenne,1994,170443.0,Automatic,At least 1 accident or damage reported,\'e2\'80\'93,Red,\'e2\'80\'93,6000.0
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,5900.0
Chevrolet,Impala Base,2004,64500.0,Automatic,None reported,Gasoline,Beige,Beige,5900.0
Chevrolet,Cruze LT,2012,148377.0,Automatic,na,Gasoline,Blue,Black,5500.0
Chevrolet,Cruze LT,2012,194000.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,White,4900.0
Chevrolet,Express 1500 Base,2010,204000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Gray,4900.0
Chevrolet,Monte Carlo SS,2000,74000.0,Automatic,None reported,Gasoline,Red,\'e2\'80\'93,4700.0
Chevrolet,S-10 LS,2000,133510.0,Automatic,None reported,E85 Flex Fuel,Blue,Black,4500.0
Chevrolet,Malibu 1LT,2009,139000.0,Automatic,None reported,Gasoline,White,Black,4200.0
Chevrolet,Silverado 1500 W/T,2006,111228.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Gray,4000.0
Chrysler,Pacifica Launch Edition,2020,22200.0,Automatic,None reported,Gasoline,Black,Black,36800.0
Chrysler,Pacifica Hybrid Touring L,2022,61494.0,Automatic,None reported,Hybrid,Bright White Clearcoat,Black,35850.0
Chrysler,300 Touring,2020,23152.0,Automatic,None reported,Gasoline,White,White,28250.0
Chrysler,300 Touring,2021,21478.0,Automatic,None reported,Gasoline,Silver Mist,Black,27798.0
Chrysler,Pacifica Touring,2017,63000.0,Automatic,None reported,\'e2\'80\'93,White,Beige,20000.0
Chrysler,300C SRT8,2006,43000.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Black,19995.0
Chrysler,300 S,2016,100574.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,17500.0
Chrysler,300 S,2014,121500.0,Automatic,None reported,Gasoline,Blue,Black,15999.0
Chrysler,300C Base,2007,86000.0,Automatic,None reported,Gasoline,Gray,Black,15000.0
Chrysler,300C Base,2013,87500.0,Automatic,None reported,Gasoline,White,Beige,13750.0
Chrysler,300 S,2012,53000.0,na,At least 1 accident or damage reported,Gasoline,Black,Black,13750.0
Chrysler,Crossfire Limited,2005,24847.0,Automatic,None reported,Gasoline,White,Dark Gray,13046.0
Chrysler,200 C,2015,44000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Black,12700.0
Chrysler,200 Limited,2015,95271.0,Automatic,na,E85 Flex Fuel,Black,Black,12468.0
Chrysler,300 Base,2014,85000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,\'e2\'80\'93,11250.0
Chrysler,200 Limited,2017,100600.0,Automatic,None reported,\'e2\'80\'93,Black,Black,10000.0
Chrysler,Town & Country Touring-L,2013,115872.0,Automatic,None reported,E85 Flex Fuel,Black,Black,9500.0
Chrysler,Pacifica Touring,2017,87305.0,Automatic,None reported,\'e2\'80\'93,Silver,Black,9000.0
Chrysler,Town & Country Touring,2012,74582.0,Automatic,None reported,E85 Flex Fuel,Black,\'e2\'80\'93,8500.0
Chrysler,Town & Country Touring,2009,111000.0,Automatic,None reported,Gasoline,Blue,Gray,7900.0
Chrysler,Town & Country LX,2009,73500.0,Automatic,At least 1 accident or damage reported,Gasoline,Silver,Gray,7858.0
Chrysler,300 Touring,2009,134602.0,na,None reported,Gasoline,Blue,Black,7500.0
Chrysler,Crossfire Limited,2005,116320.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Red,6000.0
Chrysler,300M Base,2004,45000.0,Automatic,None reported,Gasoline,Gray,Gray,6000.0
Chrysler,200 C,2015,170000.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,Silver,Black,5995.0
Chrysler,Town & Country Touring-L,2012,163500.0,Automatic,None reported,E85 Flex Fuel,Gray,Beige,5949.0
Chrysler,Sebring LX,2008,67303.0,Automatic,None reported,Gasoline,Blue,Blue,4900.0
Chrysler,300 Touring,2005,119000.0,Automatic,None reported,Gasoline,Blue,Beige,3500.0
Dodge,Viper GTC,2017,1389.0,Manual,None reported,Gasoline,Black,Black,489995.0
Dodge,Challenger SRT Demon,2018,2620.0,Automatic,na,Gasoline,Black,Black,155700.0
Dodge,Charger SRT Hellcat Widebody,2023,5000.0,na,None reported,Gasoline,Gray,Black,110000.0
Dodge,Challenger SRT Hellcat,2020,2750.0,Automatic,None reported,Gasoline,Orange,Black,104500.0
Dodge,Challenger SRT Hellcat,2020,12700.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Black,69900.0
Dodge,Charger SRT Hellcat,2020,54320.0,Automatic,At least 1 accident or damage reported,Gasoline,Gray,Black,67000.0
Dodge,Viper SRT-10,2003,10800.0,Manual,None reported,Gasoline,Silver,Black,65499.0
Dodge,Durango SRT 392,2021,17000.0,na,None reported,Gasoline,Blue,Black,65000.0
Dodge,Challenger SRT Hellcat,2015,1800.0,Automatic,None reported,Gasoline,Green,Black,64990.0
Dodge,Durango SRT 392,2022,31917.0,Automatic,None reported,Gasoline,Gray,Black,64683.0
Dodge,Challenger SRT Hellcat,2018,29475.0,Automatic,None reported,Gasoline,Orange,Black,62999.0
Dodge,Challenger SRT Hellcat,2016,8228.0,Automatic,None reported,Gasoline,Blue,Black,62500.0
Dodge,Durango SRT,2020,36000.0,Automatic,None reported,Gasoline,Gray,Red,62000.0
Dodge,Challenger R/T Scat Pack,2022,1240.0,Automatic,None reported,Gasoline,Go Mango!,Black,53900.0
Dodge,Challenger R/T Scat Pack,2019,43000.0,Manual,None reported,\'e2\'80\'93,Green,Black,50000.0
Dodge,Durango R/T,2022,14976.0,Automatic,None reported,Gasoline,White Knuckle Clearcoat,Black,49999.0
Dodge,Charger R/T Scat Pack,2018,19000.0,na,None reported,Gasoline,Purple,Gray,44888.0
Dodge,Durango SRT,2018,78000.0,na,At least 1 accident or damage reported,Gasoline,White,Black,44700.0
Dodge,Charger Scat Pack,2019,42626.0,Automatic,None reported,Gasoline,Silver,Red,42000.0
Dodge,Charger R/T,2021,7751.0,Automatic,None reported,Gasoline,Black,Black,41950.0
Dodge,Durango GT,2020,49000.0,Automatic,None reported,Gasoline,White,Black,40000.0
Dodge,Durango GT,2022,15592.0,Automatic,None reported,Gasoline,DB Black Clearcoat,Black,39985.0
Dodge,Charger Scat Pack,2020,40208.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Black,38000.0
Dodge,Challenger SRT 392,2016,37700.0,Automatic,At least 1 accident or damage reported,\'e2\'80\'93,Black,Black,38000.0
Dodge,Durango GT,2021,14684.0,Automatic,None reported,Gasoline,DB Black Clearcoat,Black,37995.0
Dodge,Challenger R/T Scat Pack,2016,7928.0,Manual,None reported,\'e2\'80\'93,Red,Red,37500.0
Dodge,Charger R/T 392,2017,73350.0,Automatic,None reported,Gasoline,Gray,Red,37000.0
Dodge,Durango GT,2022,24778.0,Automatic,At least 1 accident or damage reported,Gasoline,Octane Red Pearlcoat,Black,36599.0
Dodge,Challenger R/T Scat Pack,2019,75800.0,Automatic,None reported,Gasoline,Gray,Black,35998.0
Dodge,Grand Caravan R/T,2013,43000.0,Automatic,None reported,E85 Flex Fuel,Red,Black,35000.0
Dodge,Grand Caravan SE,2018,64000.0,Automatic,None reported,E85 Flex Fuel,White,Gray,35000.0
Dodge,Challenger R/T,2020,54000.0,Automatic,None reported,Gasoline,Gray,Black,34000.0
Dodge,Challenger SRT8 392,2012,33700.0,Manual,None reported,\'e2\'80\'93,Black,Black,33500.0
Dodge,Durango GT,2021,20386.0,Automatic,None reported,Gasoline,Billet Clearcoat Metallic,Black,32999.0
Dodge,Challenger GT,2021,40000.0,Automatic,None reported,Gasoline,Black,Black,32500.0
Dodge,Challenger SXT,2022,29500.0,Automatic,None reported,Gasoline,Gray,Black,31000.0
Dodge,Durango GT,2017,34845.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,30000.0
Dodge,Durango R/T,2020,78000.0,Automatic,At least 1 accident or damage reported,Gasoline,Black,Red,29500.0
Dodge,Challenger R/T,2021,39960.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Gray,28500.0
Dodge,Ram 2500 Quad Cab,2001,171079.0,Automatic,None reported,Diesel,Silver,Gray,27500.0
Dodge,Charger GT,2021,33000.0,na,At least 1 accident or damage reported,Gasoline,White,Gray,26999.0
Dodge,Charger GT,2018,62197.0,Automatic,None reported,Gasoline,White Knuckle Clearcoat,Black,26691.0
Dodge,Sprinter 2500 High Roof,2004,55000.0,Automatic,None reported,Diesel,White,Gray,24000.0
Dodge,Ram 1500 SRT-10,2004,73000.0,Manual,None reported,Gasoline,Black,Gray,22500.0
Dodge,Challenger SRT8,2011,106500.0,Automatic,At least 1 accident or damage reported,\'e2\'80\'93,White,White,22500.0
Dodge,Challenger SRT8,2010,70000.0,Manual,None reported,Gasoline,Orange,Black,22000.0
Dodge,Durango R/T,2016,135000.0,Automatic,None reported,Gasoline,Black,Black,20000.0
Dodge,Ram 2500 SLT Mega Cab,2007,97724.0,Automatic,None reported,Diesel,Red,Gray,19998.0
Dodge,Challenger R/T,2014,92861.0,Automatic,None reported,Gasoline,Gray,Red,19750.0
Dodge,Ram 1500 SRT-10 Quad Cab,2005,138450.0,Automatic,At least 1 accident or damage reported,Gasoline,Red,Black,19000.0
Dodge,Ram 2500 Laramie Quad Cab,2004,148000.0,Automatic,None reported,Diesel,Black,Beige,19000.0
Dodge,Charger SE,2017,63250.0,Automatic,None reported,Gasoline,Red,Black,18650.0
Dodge,Charger R/T,2014,95000.0,na,None reported,Gasoline,Black,Black,17900.0
Dodge,Ram 2500 ST,2010,151544.0,Automatic,At least 1 accident or damage reported,Gasoline,Brown,Gray,17700.0
Dodge,Challenger R/T,2010,73000.0,Automatic,None reported,\'e2\'80\'93,Black,Black,17500.0
Dodge,Challenger R/T,2010,100100.0,na,None reported,\'e2\'80\'93,Purple,Black,17000.0
Dodge,Challenger SXT,2013,61074.0,Automatic,None reported,Gasoline,Black,Gray,16800.0
Dodge,Ram 1500 ST,2007,36500.0,Automatic,None reported,Gasoline,Blue,Gray,16000.0
Dodge,Charger SRT8,2008,98231.0,Automatic,At least 1 accident or damage reported,Gasoline,Blue,Black,15500.0
Dodge,Sprinter 2500,2007,189719.0,Automatic,At least 1 accident or damage reported,Diesel,White,Gray,14000.0
Dodge,Charger R/T,2012,122000.0,Automatic,At least 1 accident or damage reported,Gasoline,White,Black,13500.0
Dodge,Ram 1500 ST,2010,131100.0,Automatic,At least 1 accident or damage reported,E85 Flex Fuel,White,Gray,12995.0
Dodge,Ram 2500 Laramie Quad Cab,2006,218000.0,Automatic,None reported,Gasoline,Red,Gray,12990.0
